log_id,camper_id,timestamp,engine_temp_c,oil_level_pct,tire_pressure_psi,battery_voltage
SNS052387,RV00252,2024-01-04 08:43:50,88.12,36.3,33.9,12.63
SNS052388,RV00083,2024-05-23 14:24:46,86.4,90.6,36.0,12.21
SNS052389,RV00020,2024-05-09 04:15:34,93.19,41.9,32.7,13.8
SNS052390,RV00192,2025-01-03 04:13:15,93.31,83.0,32.6,12.83
SNS052391,RV00021,2024-05-13 00:19:21,87.8,73.1,37.4,12.84
SNS052392,RV00455,2023-10-09 06:58:59,89.69,96.1,33.6,12.66
SNS052393,RV00231,2024-06-15 10:40:29,83.72,77.3,40.6,12.75
SNS052394,RV00866,2025-01-17 22:37:36,97.06,92.7,37.8,12.71
SNS052395,RV00702,2024-08-11 20:31:16,98.3,46.2,35.8,12.74
SNS052396,RV00328,2025-04-12 07:20:59,84.28,71.7,34.8,13.24
SNS052397,RV00261,2023-12-05 23:32:18,97.64,60.4,36.9,12.25
SNS052398,RV00244,2023-06-21 13:28:26,83.51,57.0,30.6,12.0
SNS052399,RV00636,2024-10-04 22:31:53,91.47,30.1,39.9,11.79
SNS052400,RV00689,2023-09-30 14:56:02,90.36,64.3,35.6,12.11
SNS052401,RV00246,2023-05-03 20:06:24,88.94,49.2,35.0,12.62
SNS052402,RV00033,2024-04-25 09:21:16,87.88,96.5,37.1,12.31
SNS052403,RV00202,2024-01-28 11:58:10,90.2,73.3,35.2,12.65
SNS052404,RV00423,2024-03-10 04:13:22,92.38,90.2,36.5,13.06
SNS052405,RV00622,2025-01-15 01:11:19,100.69,61.0,34.4,12.47
SNS052406,RV00813,2025-01-24 16:04:50,84.34,81.5,34.0,12.72
SNS052407,RV00714,2025-02-15 16:04:54,86.67,62.8,33.6,13.72
SNS052408,RV00423,2023-08-11 06:52:15,91.48,73.8,35.7,12.91
SNS052409,RV00050,2024-08-12 00:46:21,84.66,39.8,38.8,12.89
SNS052410,RV00292,2024-08-16 05:05:41,79.33,62.6,35.3,12.26
SNS052411,RV00427,2024-01-09 14:44:23,106.27,87.6,35.2,12.2
SNS052412,RV00619,2024-02-23 03:15:11,99.62,52.1,38.0,12.59
SNS052413,RV00547,2024-03-10 16:02:12,87.03,45.4,30.2,11.89
SNS052414,RV00368,2023-09-04 23:27:38,78.99,83.7,34.6,13.03
SNS052415,RV00183,2023-08-29 14:21:20,81.8,66.5,32.1,12.28
SNS052416,RV00115,2025-04-12 01:44:30,89.63,37.5,36.4,12.7
SNS052417,RV00058,2024-08-28 01:21:23,83.86,55.8,37.8,12.17
SNS052418,RV00213,2023-06-15 01:33:46,90.03,60.6,37.9,11.71
SNS052419,RV00743,2023-06-04 22:58:53,91.81,73.2,33.4,13.02
SNS052420,RV00933,2024-12-27 16:43:47,95.69,41.8,34.5,12.38
SNS052421,RV00040,2023-08-16 06:03:34,87.37,91.9,32.9,12.24
SNS052422,RV00575,2024-06-24 10:12:30,88.88,46.0,30.3,12.73
SNS052423,RV00664,2024-12-05 12:29:53,86.73,55.7,34.4,12.21
SNS052424,RV00526,2023-06-15 06:43:45,80.92,67.5,39.0,12.72
SNS052425,RV00422,2024-12-03 19:07:20,90.38,53.1,33.1,13.66
SNS052426,RV00589,2023-12-19 17:16:32,82.34,88.0,36.7,13.61
SNS052427,RV00422,2025-02-07 21:51:19,87.13,78.7,35.3,12.92
SNS052428,RV00558,2024-04-28 21:50:21,91.96,52.1,38.5,12.21
SNS052429,RV00925,2023-12-16 13:35:30,90.07,33.7,32.9,12.06
SNS052430,RV00986,2025-02-21 01:24:17,91.1,68.9,33.5,13.32
SNS052431,RV00790,2024-08-09 04:29:52,89.51,91.3,34.2,12.55
SNS052432,RV00983,2024-04-16 00:41:22,88.54,63.6,32.0,11.93
SNS052433,RV00763,2023-04-29 23:52:46,81.9,40.1,31.7,11.91
SNS052434,RV00156,2025-04-12 00:03:15,94.1,58.0,32.9,12.52
SNS052435,RV00711,2024-08-09 19:17:18,82.64,39.6,36.8,12.74
SNS052436,RV00230,2024-12-04 18:54:51,91.14,75.7,38.6,13.38
SNS052437,RV00763,2024-05-31 15:38:47,74.67,43.4,29.7,12.6
SNS052438,RV00282,2025-04-13 18:30:50,99.17,41.0,38.6,12.64
SNS052439,RV00858,2024-10-14 15:13:27,88.0,64.2,37.5,12.28
SNS052440,RV00610,2023-12-17 02:38:19,86.13,31.8,37.3,12.71
SNS052441,RV00523,2023-09-04 23:38:14,92.11,61.9,36.5,12.54
SNS052442,RV00411,2023-06-07 22:14:23,93.6,67.7,33.7,12.84
SNS052443,RV00219,2024-06-13 09:47:42,91.38,52.4,36.7,12.87
SNS052444,RV00352,2024-08-08 14:42:36,95.32,66.0,31.9,12.2
SNS052445,RV00347,2024-03-05 11:55:27,88.47,52.3,34.2,12.6
SNS052446,RV00769,2023-04-24 05:15:02,88.16,81.7,31.4,12.14
SNS052447,RV00090,2024-12-02 19:04:50,89.14,38.9,37.9,13.01
SNS052448,RV00443,2023-09-18 03:13:19,92.5,52.4,37.0,12.57
SNS052449,RV00736,2023-12-08 18:17:15,84.18,85.4,36.4,12.77
SNS052450,RV00362,2023-07-26 06:03:57,83.93,81.1,32.3,12.73
SNS052451,RV00708,2024-10-09 09:41:25,102.92,43.5,36.2,12.37
SNS052452,RV00602,2023-05-24 21:33:26,93.37,50.9,32.3,11.61
SNS052453,RV00247,2025-01-31 18:07:21,90.4,69.6,32.3,12.1
SNS052454,RV00814,2024-07-08 16:19:11,92.36,59.9,36.3,12.52
SNS052455,RV00252,2023-11-15 22:52:43,89.33,97.2,34.1,13.25
SNS052456,RV00458,2024-10-30 21:45:22,93.88,76.0,36.8,12.14
SNS052457,RV00950,2023-08-29 21:28:26,90.11,77.7,39.1,12.37
SNS052458,RV00774,2024-04-08 03:09:14,88.15,31.9,34.1,12.69
SNS052459,RV00102,2025-01-03 05:48:05,85.78,43.1,35.5,12.44
SNS052460,RV00624,2024-06-07 12:21:08,97.87,36.0,33.1,12.07
SNS052461,RV00891,2023-10-04 01:19:47,84.45,45.9,35.0,12.47
SNS052462,RV00913,2025-03-20 20:13:54,84.08,95.5,37.4,12.64
SNS052463,RV00414,2024-07-02 15:30:25,94.32,46.8,35.8,12.24
SNS052464,RV00091,2023-05-29 09:47:48,96.05,58.1,36.2,12.56
SNS052465,RV00856,2024-09-21 03:08:08,86.42,85.1,33.3,12.9
SNS052466,RV00550,2025-01-19 18:45:40,87.4,72.1,37.0,12.02
SNS052467,RV00168,2023-09-29 11:21:29,87.39,99.0,28.1,13.24
SNS052468,RV00657,2024-10-08 23:30:39,85.14,97.9,37.3,11.66
SNS052469,RV00868,2023-12-07 22:36:02,85.39,49.4,34.6,11.96
SNS052470,RV00979,2024-11-25 08:39:47,90.11,77.4,36.1,12.5
SNS052471,RV00106,2023-08-24 11:26:56,90.86,55.4,38.7,13.5
SNS052472,RV00105,2024-03-08 11:03:17,94.9,57.3,31.9,12.79
SNS052473,RV00540,2024-11-29 10:10:34,90.43,32.2,32.7,11.77
SNS052474,RV00771,2024-06-23 02:11:28,90.89,40.7,36.8,12.59
SNS052475,RV00897,2023-06-10 22:43:32,96.77,34.9,37.7,12.44
SNS052476,RV00394,2023-06-15 19:33:41,91.13,56.2,32.7,12.44
SNS052477,RV00850,2024-07-07 18:48:38,84.13,82.7,35.5,12.53
SNS052478,RV00030,2024-03-03 22:20:56,91.49,79.0,40.7,12.46
SNS052479,RV00451,2025-03-25 12:56:36,88.68,37.2,35.1,12.31
SNS052480,RV00404,2024-08-10 14:46:57,94.19,84.8,33.8,12.22
SNS052481,RV00405,2023-09-12 16:21:29,85.72,88.1,32.7,12.95
SNS052482,RV00471,2024-12-04 05:32:47,89.09,58.4,39.2,12.61
SNS052483,RV00820,2024-09-30 04:34:56,90.48,47.5,34.6,12.64
SNS052484,RV00135,2024-01-24 19:00:52,88.61,53.3,33.8,13.35
SNS052485,RV00571,2024-08-31 23:23:08,95.55,78.0,33.6,12.94
SNS052486,RV00364,2023-09-17 10:28:32,93.06,52.4,32.7,12.89
SNS052487,RV00773,2024-01-14 14:58:23,93.43,35.5,33.4,12.93
SNS052488,RV00217,2024-04-21 03:32:24,78.5,86.3,31.6,14.01
SNS052489,RV00196,2024-02-26 21:57:35,89.53,68.1,35.5,12.38
SNS052490,RV00470,2024-12-29 03:24:41,95.36,44.1,32.9,12.57
SNS052491,RV00606,2023-09-24 21:37:38,85.39,50.9,28.9,12.85
SNS052492,RV00727,2023-09-30 05:39:05,78.86,89.5,38.4,12.49
SNS052493,RV00764,2024-06-04 10:26:09,87.94,68.7,38.6,12.33
SNS052494,RV00857,2024-03-23 11:52:21,94.05,98.8,36.4,12.05
SNS052495,RV00969,2023-08-24 17:11:30,102.48,66.5,30.0,12.53
SNS052496,RV00613,2024-12-11 11:37:11,93.03,51.6,43.4,12.68
SNS052497,RV00790,2025-03-10 00:25:13,95.74,88.5,37.7,12.9
SNS052498,RV00777,2024-10-21 13:58:05,88.76,65.9,34.4,12.53
SNS052499,RV00414,2025-01-06 18:38:55,83.72,96.4,32.8,12.5
SNS052500,RV00326,2024-12-13 22:02:33,93.48,49.7,36.4,11.85
SNS052501,RV00712,2025-01-14 13:41:49,95.43,62.7,30.8,13.09
SNS052502,RV00589,2023-07-14 09:14:35,89.74,69.8,32.2,12.96
SNS052503,RV00698,2024-05-06 05:22:27,84.15,31.6,28.1,12.36
SNS052504,RV00622,2023-04-28 01:32:57,82.63,35.8,34.8,12.75
SNS052505,RV00503,2024-05-28 09:00:31,95.33,98.5,32.2,12.48
SNS052506,RV00770,2024-11-28 05:20:33,94.75,51.8,33.7,11.89
SNS052507,RV00049,2023-12-03 23:14:45,86.54,36.6,33.8,12.63
SNS052508,RV00089,2024-05-16 02:40:50,93.46,88.1,32.6,13.01
SNS052509,RV00055,2024-06-16 19:26:15,93.54,77.8,32.7,12.46
SNS052510,RV00726,2024-02-02 01:22:06,94.63,84.7,35.3,12.71
SNS052511,RV00376,2024-06-18 14:49:47,95.67,50.4,39.0,12.42
SNS052512,RV00232,2024-04-25 00:48:34,94.01,41.0,32.5,12.44
SNS052513,RV00644,2024-09-11 01:23:50,80.25,49.9,37.1,12.27
SNS052514,RV00225,2024-03-18 02:49:40,95.61,42.0,29.6,12.64
SNS052515,RV00674,2024-08-12 04:37:43,79.26,36.0,30.7,11.56
SNS052516,RV00899,2023-08-31 21:44:11,94.11,58.6,33.8,12.69
SNS052517,RV00531,2024-10-11 05:56:53,93.68,63.7,33.2,13.24
SNS052518,RV00622,2024-10-09 09:55:01,93.12,49.2,38.4,12.37
SNS052519,RV00129,2023-09-11 17:02:49,92.38,68.1,33.4,13.13
SNS052520,RV00586,2024-12-02 18:54:57,96.62,44.4,32.2,12.84
SNS052521,RV00464,2024-05-05 10:45:51,90.28,96.8,33.2,13.62
SNS052522,RV00322,2024-08-04 06:55:18,86.35,96.9,33.5,12.42
SNS052523,RV00642,2024-04-28 16:03:49,92.26,82.2,33.9,12.43
SNS052524,RV00891,2023-11-11 21:59:30,80.47,69.7,35.1,12.61
SNS052525,RV00268,2023-10-30 05:57:37,96.76,70.2,29.9,13.05
SNS052526,RV00691,2024-02-11 11:54:58,92.91,52.5,40.0,13.16
SNS052527,RV00272,2023-09-10 15:16:59,96.64,76.5,34.1,12.69
SNS052528,RV00403,2023-06-15 03:14:21,94.55,96.4,38.7,13.49
SNS052529,RV00804,2023-09-24 08:04:25,89.53,82.2,36.5,12.87
SNS052530,RV00615,2024-07-17 10:13:08,86.58,43.3,34.6,11.82
SNS052531,RV00951,2025-04-14 02:55:19,87.87,50.8,32.2,12.42
SNS052532,RV00420,2024-06-26 18:10:29,85.47,88.2,35.0,12.36
SNS052533,RV00837,2023-07-27 07:21:45,98.84,83.5,29.8,12.41
SNS052534,RV00413,2025-04-13 02:02:54,86.56,30.6,41.1,12.03
SNS052535,RV00600,2024-06-08 11:14:28,84.92,99.8,29.1,12.72
SNS052536,RV00356,2024-04-28 04:55:06,97.0,45.3,32.0,12.38
SNS052537,RV00421,2025-01-11 13:32:26,88.95,70.1,31.3,11.77
SNS052538,RV00045,2023-07-16 22:47:27,81.85,62.3,32.7,12.54
SNS052539,RV00606,2024-11-27 20:00:15,92.84,37.9,30.5,12.67
SNS052540,RV00036,2023-11-02 12:05:43,96.21,52.9,39.3,11.62
SNS052541,RV00821,2023-10-31 04:54:07,93.72,67.4,38.7,13.68
SNS052542,RV00278,2024-11-02 12:44:07,97.15,77.3,38.2,12.93
SNS052543,RV00759,2023-09-10 20:37:53,92.28,99.2,37.9,12.21
SNS052544,RV00538,2024-09-14 02:34:41,91.22,80.9,33.8,12.83
SNS052545,RV00941,2024-02-01 23:42:51,99.71,39.1,32.9,12.63
SNS052546,RV00394,2023-08-06 19:25:43,91.66,93.7,40.4,12.17
SNS052547,RV00007,2024-10-18 10:24:37,90.94,64.8,35.1,13.02
SNS052548,RV00033,2025-03-20 20:57:44,88.21,48.9,32.0,12.73
SNS052549,RV00885,2023-07-15 03:35:14,87.99,45.0,35.8,11.61
SNS052550,RV00870,2023-04-29 12:49:50,86.01,67.6,38.7,13.09
SNS052551,RV00215,2025-01-24 13:51:51,89.01,44.0,39.5,12.63
SNS052552,RV00478,2023-10-20 03:20:09,96.52,79.8,34.9,12.28
SNS052553,RV00534,2025-02-24 12:18:57,91.28,39.9,34.1,11.82
SNS052554,RV00180,2024-10-03 13:19:57,77.49,89.7,33.6,12.32
SNS052555,RV00590,2024-11-24 19:50:59,98.45,53.4,27.8,12.77
SNS052556,RV00784,2023-04-28 05:36:19,86.61,85.1,32.2,12.45
SNS052557,RV00499,2025-01-09 03:10:53,97.72,33.7,36.0,11.82
SNS052558,RV00334,2024-11-21 13:56:10,94.57,83.6,42.2,13.08
SNS052559,RV00497,2024-03-19 11:40:46,92.77,59.3,29.9,12.26
SNS052560,RV00606,2025-01-12 19:51:25,93.25,98.3,33.0,12.57
SNS052561,RV00374,2024-11-14 06:06:24,86.26,85.5,34.4,11.7
SNS052562,RV00050,2023-11-17 13:17:24,95.17,47.9,28.5,12.57
SNS052563,RV00127,2025-01-07 04:13:51,89.14,42.1,39.2,11.48
SNS052564,RV00079,2024-06-12 18:39:19,89.34,43.2,38.1,13.18
SNS052565,RV00524,2023-06-05 02:52:12,88.46,98.9,35.9,12.58
SNS052566,RV00684,2023-07-01 14:22:06,99.37,83.2,32.7,11.84
SNS052567,RV00595,2024-03-09 02:31:16,92.2,63.6,37.4,12.88
SNS052568,RV00224,2024-08-21 19:43:49,84.28,86.9,35.3,12.79
SNS052569,RV00995,2024-01-16 12:39:03,81.82,92.0,31.4,12.22
SNS052570,RV00929,2025-02-19 14:05:31,85.21,82.0,37.5,12.25
SNS052571,RV00436,2024-11-26 06:44:29,88.71,89.9,30.1,13.11
SNS052572,RV00463,2024-04-07 23:04:59,94.57,60.0,35.6,12.76
SNS052573,RV00547,2025-03-19 16:45:14,86.12,61.7,32.2,13.3
SNS052574,RV00188,2025-03-19 09:04:14,87.97,63.0,36.7,13.12
SNS052575,RV00588,2025-02-01 07:43:26,85.63,77.1,32.5,12.69
SNS052576,RV00413,2023-08-20 21:24:50,93.99,99.9,38.4,12.93
SNS052577,RV00053,2025-02-03 14:39:09,87.18,51.0,33.3,12.92
SNS052578,RV00530,2024-04-09 05:56:10,95.04,48.4,37.5,12.55
SNS052579,RV00521,2023-09-09 18:24:09,103.0,97.7,31.4,12.18
SNS052580,RV00163,2024-02-07 23:14:01,95.44,87.3,35.6,12.31
SNS052581,RV00886,2025-02-21 11:39:19,95.08,90.0,31.0,12.15
SNS052582,RV00804,2024-07-09 11:01:36,97.57,35.4,37.6,12.47
SNS052583,RV00645,2024-08-12 01:57:22,82.71,45.9,35.8,11.76
SNS052584,RV00250,2024-02-18 04:33:02,75.62,74.6,32.9,12.84
SNS052585,RV00518,2023-09-25 17:56:45,93.45,30.9,32.3,11.45
SNS052586,RV00989,2023-10-30 06:57:41,91.84,44.9,29.4,12.39
SNS052587,RV00805,2024-10-03 11:00:58,98.0,85.3,30.9,11.84
SNS052588,RV00881,2024-05-25 18:36:38,83.92,40.1,38.3,12.63
SNS052589,RV00439,2023-11-18 04:15:10,92.68,99.9,39.2,12.74
SNS052590,RV00434,2024-06-19 19:39:49,83.5,54.4,31.2,12.15
SNS052591,RV00789,2025-01-17 04:57:33,83.25,71.9,34.7,12.85
SNS052592,RV00461,2024-01-06 09:16:33,85.66,88.6,39.3,12.52
SNS052593,RV00687,2023-05-21 19:46:00,91.21,30.1,36.6,12.89
SNS052594,RV00262,2023-09-06 00:56:37,92.4,95.1,33.4,11.9
SNS052595,RV00941,2024-06-21 23:35:50,98.64,75.5,38.3,12.57
SNS052596,RV00678,2024-03-23 14:01:13,89.94,79.3,35.6,13.46
SNS052597,RV00298,2025-03-13 19:39:22,97.9,84.8,35.0,11.89
SNS052598,RV00165,2025-01-31 07:02:57,93.95,33.5,34.8,12.14
SNS052599,RV00055,2023-08-18 05:49:53,96.85,85.3,38.5,12.22
SNS052600,RV00815,2024-01-14 19:57:25,87.73,33.6,30.3,12.55
SNS052601,RV00190,2023-11-08 16:39:25,85.63,81.3,36.1,12.56
SNS052602,RV00982,2023-11-04 02:14:57,95.5,63.7,35.0,12.98
SNS052603,RV00025,2024-01-27 14:57:59,93.2,76.1,31.8,12.04
SNS052604,RV00543,2023-07-10 19:59:14,85.69,67.3,35.7,13.68
SNS052605,RV00302,2024-06-16 00:02:27,96.14,96.8,35.4,12.92
SNS052606,RV00273,2025-01-12 14:18:07,95.82,80.4,39.5,12.08
SNS052607,RV00868,2023-06-05 15:34:32,90.13,49.9,29.9,11.76
SNS052608,RV00753,2024-12-03 21:29:38,86.43,53.5,35.3,12.17
SNS052609,RV00173,2023-07-19 03:26:41,84.53,99.2,33.5,12.76
SNS052610,RV00797,2024-06-05 05:18:38,100.25,40.4,37.8,12.98
SNS052611,RV00641,2023-06-05 19:41:17,91.11,53.9,36.7,12.81
SNS052612,RV00699,2023-12-29 10:18:17,92.18,55.2,36.2,12.45
SNS052613,RV00445,2024-05-15 09:44:49,92.71,50.0,32.4,12.48
SNS052614,RV00939,2025-02-11 10:08:32,90.66,69.2,33.8,11.73
SNS052615,RV00918,2024-02-15 04:17:23,90.4,84.7,29.8,12.8
SNS052616,RV00401,2024-12-01 02:15:29,93.48,77.5,34.1,12.2
SNS052617,RV00554,2025-01-22 02:50:13,91.6,40.8,36.8,12.68
SNS052618,RV00904,2024-08-02 18:54:15,91.15,77.4,32.2,12.44
SNS052619,RV00860,2025-01-07 12:18:04,89.68,69.0,32.3,12.4
SNS052620,RV00380,2024-06-28 06:54:07,93.13,99.9,33.5,12.36
SNS052621,RV00450,2024-10-05 17:15:33,97.86,50.9,34.4,12.77
SNS052622,RV00752,2023-09-08 04:33:44,100.92,35.7,34.7,12.2
SNS052623,RV00026,2024-11-25 12:01:22,89.92,54.7,29.7,12.38
SNS052624,RV00616,2024-06-18 16:45:21,92.8,79.2,32.6,13.14
SNS052625,RV00785,2024-04-26 10:21:52,86.65,78.0,35.4,12.49
SNS052626,RV00748,2024-06-05 01:01:54,91.95,84.3,36.9,12.1
SNS052627,RV00744,2025-01-27 02:27:06,86.28,70.4,38.2,11.93
SNS052628,RV00041,2023-12-26 05:13:05,90.37,61.1,33.7,12.21
SNS052629,RV00633,2023-11-16 08:08:34,95.81,98.7,36.0,13.51
SNS052630,RV00394,2025-02-24 07:52:56,78.97,96.1,35.0,12.99
SNS052631,RV00070,2023-08-27 01:35:16,93.81,49.0,31.7,12.29
SNS052632,RV00195,2024-03-23 15:14:44,98.17,54.5,31.6,12.4
SNS052633,RV00097,2025-01-26 06:09:55,87.52,59.1,36.4,12.62
SNS052634,RV00712,2024-05-21 22:19:26,83.53,63.2,31.4,12.99
SNS052635,RV00118,2024-05-06 18:15:13,95.56,42.5,31.2,13.46
SNS052636,RV00140,2024-05-11 22:09:15,92.58,95.7,32.9,13.45
SNS052637,RV00549,2024-10-09 17:56:13,84.95,51.8,34.5,12.42
SNS052638,RV00889,2025-03-26 00:07:17,95.6,91.3,32.3,13.18
SNS052639,RV00212,2024-02-18 03:05:05,86.84,69.7,32.4,12.13
SNS052640,RV00829,2023-07-07 01:13:36,93.45,36.7,36.5,12.69
SNS052641,RV00481,2024-07-01 09:12:10,94.39,98.3,37.5,12.25
SNS052642,RV00365,2023-07-06 08:28:01,95.39,64.5,35.1,12.68
SNS052643,RV00579,2023-07-22 07:22:26,90.85,32.2,38.3,11.94
SNS052644,RV00150,2025-03-13 13:26:22,81.17,38.0,31.8,12.03
SNS052645,RV00993,2023-09-22 20:46:58,84.63,68.0,37.5,12.36
SNS052646,RV00345,2023-06-14 11:25:26,87.84,61.8,34.7,13.33
SNS052647,RV00912,2023-10-26 03:02:38,85.18,62.0,40.0,13.18
SNS052648,RV00843,2024-03-19 23:22:53,97.39,93.2,35.4,12.82
SNS052649,RV00950,2025-02-21 10:40:35,88.8,79.8,32.9,12.3
SNS052650,RV00836,2024-12-21 21:31:26,87.47,85.9,38.3,11.89
SNS052651,RV00490,2024-08-15 18:05:04,89.86,65.0,37.6,12.34
SNS052652,RV00992,2023-07-26 02:30:29,78.79,30.2,29.5,12.51
SNS052653,RV00431,2024-04-20 20:39:53,90.47,86.4,28.3,12.23
SNS052654,RV00039,2024-02-26 12:23:32,86.08,55.2,34.4,12.13
SNS052655,RV00444,2024-12-03 23:51:56,83.22,74.9,36.0,13.79
SNS052656,RV00232,2025-02-19 09:11:03,86.47,61.0,33.0,13.01
SNS052657,RV00405,2024-02-13 15:47:17,97.7,51.5,34.0,12.8
SNS052658,RV00094,2025-02-05 13:22:10,93.23,48.4,34.4,12.29
SNS052659,RV00289,2023-10-12 18:53:20,86.61,39.4,37.1,12.85
SNS052660,RV00666,2023-12-24 00:50:17,86.44,40.2,31.3,12.58
SNS052661,RV00592,2023-08-26 10:58:52,92.94,99.0,33.8,12.41
SNS052662,RV00810,2023-05-02 02:45:19,91.91,34.5,36.2,13.53
SNS052663,RV00214,2023-11-15 17:37:09,88.59,38.4,31.6,12.17
SNS052664,RV00400,2023-08-26 11:25:15,92.23,59.3,34.2,12.66
SNS052665,RV00490,2024-11-08 04:20:53,96.78,62.2,40.0,13.84
SNS052666,RV00095,2024-02-21 23:47:57,92.75,86.5,34.6,12.81
SNS052667,RV00427,2024-05-08 10:16:42,74.05,71.8,32.3,12.14
SNS052668,RV00810,2024-08-28 15:28:32,88.73,62.5,36.2,12.01
SNS052669,RV00722,2024-04-27 00:25:15,94.57,78.8,39.5,12.58
SNS052670,RV00348,2024-02-28 16:54:40,96.71,36.5,35.0,13.07
SNS052671,RV00605,2023-07-28 00:14:19,93.47,60.2,37.0,13.1
SNS052672,RV00589,2024-09-19 04:48:37,93.24,46.8,35.2,11.95
SNS052673,RV00945,2024-06-18 23:34:29,86.81,87.7,42.3,12.61
SNS052674,RV00324,2023-10-23 12:07:54,90.63,37.5,36.7,13.19
SNS052675,RV00057,2025-03-07 17:08:51,93.32,34.4,34.0,13.65
SNS052676,RV00449,2025-04-13 11:47:07,96.35,43.2,39.4,12.33
SNS052677,RV00313,2024-02-06 03:05:05,94.17,68.3,37.0,13.37
SNS052678,RV00726,2025-02-18 04:13:53,78.58,41.5,39.0,13.55
SNS052679,RV00928,2025-04-06 10:58:21,85.97,62.8,35.6,12.46
SNS052680,RV00157,2024-05-04 12:39:38,86.51,50.8,34.5,12.28
SNS052681,RV00860,2024-07-22 03:45:56,94.73,35.2,36.0,12.64
SNS052682,RV00341,2024-02-18 19:48:46,94.82,96.0,35.5,13.24
SNS052683,RV00662,2024-07-31 12:37:24,83.83,61.0,34.8,13.08
SNS052684,RV00713,2024-11-06 01:00:10,86.01,30.9,33.7,12.61
SNS052685,RV00881,2023-05-31 07:17:01,97.93,91.7,31.7,12.28
SNS052686,RV00073,2025-01-09 17:03:14,90.91,30.9,36.8,13.35
SNS052687,RV00352,2024-12-16 02:58:03,84.49,60.6,34.8,13.12
SNS052688,RV00221,2023-08-04 10:34:38,89.08,65.5,33.1,12.11
SNS052689,RV00680,2023-12-27 09:22:09,91.58,61.7,34.8,12.82
SNS052690,RV00189,2023-09-13 21:11:55,90.43,31.9,36.1,13.38
SNS052691,RV00697,2024-07-13 13:17:44,92.19,71.9,37.8,11.4
SNS052692,RV00575,2023-06-19 10:11:52,91.25,73.9,38.9,12.03
SNS052693,RV00211,2023-04-30 19:29:25,84.69,65.7,38.8,12.42
SNS052694,RV00047,2023-07-06 19:15:27,84.6,86.6,33.6,12.42
SNS052695,RV00952,2024-05-18 08:15:38,90.87,79.0,35.0,12.74
SNS052696,RV00033,2023-09-18 06:48:07,96.92,79.6,32.4,13.17
SNS052697,RV00577,2024-10-20 06:06:07,89.28,39.1,36.1,12.86
SNS052698,RV00125,2024-05-23 13:53:59,86.63,45.5,29.8,12.95
SNS052699,RV00038,2025-01-04 09:11:33,88.47,45.9,32.8,12.78
SNS052700,RV00481,2024-08-23 09:25:01,88.62,93.1,38.2,12.1
SNS052701,RV00143,2024-01-11 23:42:18,87.17,67.7,32.2,12.68
SNS052702,RV00379,2024-11-25 21:48:12,83.53,51.1,37.5,12.47
SNS052703,RV00256,2023-09-15 03:39:36,95.11,56.8,39.0,12.53
SNS052704,RV00186,2023-10-17 10:37:37,98.84,47.8,36.2,12.58
SNS052705,RV00528,2024-04-15 20:48:01,84.75,54.7,35.2,13.0
SNS052706,RV00823,2024-02-14 08:01:05,81.27,58.2,34.7,12.26
SNS052707,RV00023,2025-02-18 21:18:27,92.38,38.1,34.0,11.65
SNS052708,RV00081,2024-01-16 14:21:47,90.19,73.6,33.0,12.91
SNS052709,RV00226,2024-10-13 23:48:36,81.76,41.4,39.0,12.24
SNS052710,RV00009,2024-03-04 02:10:31,97.08,35.6,36.3,11.74
SNS052711,RV00023,2024-04-24 11:18:12,83.59,40.2,31.5,12.39
SNS052712,RV00446,2023-11-26 18:23:12,97.35,62.7,33.7,12.85
SNS052713,RV00669,2025-04-14 10:38:43,83.67,91.1,30.6,12.0
SNS052714,RV00115,2024-12-14 00:24:53,86.73,55.6,33.8,11.55
SNS052715,RV00283,2024-08-05 18:11:06,79.48,58.7,40.3,12.43
SNS052716,RV00356,2024-05-19 14:17:58,86.46,90.3,33.2,12.35
SNS052717,RV00137,2024-12-21 11:07:40,90.8,60.0,37.3,11.83
SNS052718,RV00783,2025-02-28 09:26:17,92.49,77.2,36.4,12.6
SNS052719,RV00930,2024-09-04 15:16:58,95.33,33.5,32.1,13.3
SNS052720,RV00095,2024-03-14 04:57:59,84.27,67.1,32.5,12.9
SNS052721,RV00850,2024-11-26 16:54:21,87.39,97.2,31.5,11.92
SNS052722,RV00295,2024-02-15 09:31:44,92.16,46.0,34.3,12.27
SNS052723,RV00859,2023-05-07 10:09:08,92.85,33.3,33.1,12.29
SNS052724,RV00141,2024-07-31 14:11:31,90.07,50.3,31.3,12.23
SNS052725,RV00690,2023-07-30 10:19:08,89.59,70.4,33.1,12.91
SNS052726,RV00141,2023-12-31 00:05:20,97.21,79.7,35.8,12.66
SNS052727,RV00149,2024-07-11 00:16:10,87.42,65.7,30.8,11.95
SNS052728,RV00432,2024-12-25 05:45:15,86.5,59.9,35.9,12.64
SNS052729,RV00834,2023-07-16 22:31:49,84.65,92.0,36.9,12.64
SNS052730,RV00015,2024-09-01 03:10:20,92.6,35.7,32.9,11.79
SNS052731,RV00281,2024-08-31 05:06:49,91.54,36.0,30.7,12.41
SNS052732,RV00253,2024-05-16 01:21:45,82.19,33.3,38.3,12.51
SNS052733,RV00453,2024-10-04 03:40:37,98.36,38.3,33.0,13.24
SNS052734,RV00007,2024-08-16 23:34:03,90.11,44.9,32.6,12.66
