booking_id,booking_date,customer_id,camper_id,pickup_date,rental_days,dropoff_date,pickup_location,dropoff_location,booking_channel,base_price,total_price,booking_status,addons,season
BK18282,2022-12-08,CUST42211,RV00114,2022-12-26,4,2022-12-30,LOC063,LOC043,Walk-in,160,640,Cancelled,None,Fall
BK18283,2024-08-06,CUST26054,RV00185,2024-08-21,11,2024-09-01,LOC052,LOC053,App,178,1958,Completed,BBQ Kit,Fall
BK18284,2024-04-05,CUST32751,RV00151,2024-05-21,5,2024-05-26,LOC017,LOC003,App,182,910,Completed,Child Seat,Fall
BK18285,2023-03-11,CUST11042,RV00056,2023-04-13,9,2023-04-22,LOC080,LOC053,App,69,621,Completed,Child Seat,Summer
BK18286,2023-01-01,CUST16834,RV00575,2023-01-12,13,2023-01-25,LOC008,LOC023,Online,145,1885,Completed,Bedding,Winter
BK18287,2024-03-25,CUST26084,RV00247,2024-05-15,3,2024-05-18,LOC032,LOC048,Walk-in,160,480,Completed,Bedding,Spring
BK18288,2024-12-06,CUST17373,RV00781,2025-01-04,13,2025-01-17,LOC088,LOC002,App,81,1053,Completed,None,Spring
BK18289,2023-02-18,CUST08410,RV00651,2023-02-26,7,2023-03-05,LOC032,LOC051,Walk-in,74,518,Cancelled,BBQ Kit,Winter
BK18290,2022-09-27,CUST02202,RV00560,2022-12-01,14,2022-12-15,LOC081,LOC025,Walk-in,154,2156,Completed,Bedding,Summer
BK18291,2024-07-27,CUST00778,RV00927,2024-08-26,2,2024-08-28,LOC077,LOC058,Online,60,120,Completed,GPS,Spring
BK18292,2024-09-27,CUST35537,RV00607,2024-11-19,8,2024-11-27,LOC049,LOC078,Online,75,600,Completed,Bedding,Winter
BK18293,2024-08-16,CUST39686,RV00524,2024-10-29,5,2024-11-03,LOC050,LOC025,App,157,785,Cancelled,Bike Rack,Winter
BK18294,2023-04-29,CUST19585,RV00829,2023-05-05,13,2023-05-18,LOC091,LOC098,Walk-in,137,1781,Completed,BBQ Kit,Winter
BK18295,2023-07-26,CUST34361,RV00965,2023-09-09,2,2023-09-11,LOC091,LOC084,Partner,176,352,Completed,GPS,Winter
BK18296,2022-05-19,CUST00199,RV00932,2022-07-21,6,2022-07-27,LOC038,LOC009,Online,101,606,Completed,None,Winter
BK18297,2024-09-25,CUST21335,RV00870,2024-09-26,6,2024-10-02,LOC083,LOC069,App,196,1176,Completed,BBQ Kit,Winter
BK18298,2024-05-02,CUST42936,RV00744,2024-05-11,14,2024-05-25,LOC070,LOC004,App,150,2100,Cancelled,Bedding,Winter
BK18299,2023-06-16,CUST04608,RV00259,2023-08-05,7,2023-08-12,LOC081,LOC063,App,90,630,Cancelled,Bike Rack,Spring
BK18300,2022-03-12,CUST14899,RV00841,2022-05-03,13,2022-05-16,LOC093,LOC003,Walk-in,53,689,Completed,Bedding,Fall
BK18301,2023-12-27,CUST21103,RV00297,2024-02-20,9,2024-02-29,LOC028,LOC071,Online,59,531,Completed,None,Winter
BK18302,2022-04-14,CUST00430,RV00188,2022-04-30,5,2022-05-05,LOC069,LOC017,App,165,825,Completed,None,Winter
BK18303,2023-02-23,CUST41311,RV00023,2023-02-26,14,2023-03-12,LOC046,LOC008,Walk-in,79,1106,Completed,BBQ Kit,Winter
BK18304,2023-06-20,CUST36305,RV00587,2023-08-01,13,2023-08-14,LOC043,LOC006,App,146,1898,Completed,Child Seat,Spring
BK18305,2022-05-01,CUST03361,RV00351,2022-05-03,8,2022-05-11,LOC054,LOC079,Online,116,928,Completed,GPS,Spring
BK18306,2023-09-05,CUST00228,RV00686,2023-11-04,12,2023-11-16,LOC005,LOC085,App,143,1716,Cancelled,Child Seat,Fall
BK18307,2022-10-13,CUST39558,RV00032,2022-12-24,5,2022-12-29,LOC067,LOC098,Partner,57,285,Completed,BBQ Kit,Fall
BK18308,2022-12-23,CUST03862,RV00077,2023-01-10,14,2023-01-24,LOC011,LOC003,App,66,924,Completed,Bedding,Fall
BK18309,2025-02-10,CUST41168,RV00485,2025-04-12,3,2025-04-15,LOC073,LOC031,Walk-in,107,321,Completed,None,Winter
BK18310,2025-01-25,CUST49591,RV00742,2025-03-25,9,2025-04-03,LOC018,LOC038,App,141,1269,Completed,GPS,Fall
BK18311,2024-01-29,CUST01605,RV00044,2024-02-01,6,2024-02-07,LOC037,LOC065,App,114,684,Completed,None,Winter
BK18312,2024-05-11,CUST38269,RV00201,2024-05-17,11,2024-05-28,LOC034,LOC083,App,80,880,Cancelled,Bedding,Fall
BK18313,2022-12-07,CUST29385,RV00392,2022-12-20,5,2022-12-25,LOC094,LOC088,Partner,71,355,Completed,Bike Rack,Spring
BK18314,2023-05-27,CUST43159,RV00833,2023-06-11,13,2023-06-24,LOC010,LOC066,Walk-in,54,702,Completed,BBQ Kit,Fall
BK18315,2022-05-23,CUST08874,RV00999,2022-08-17,3,2022-08-20,LOC069,LOC050,App,155,465,Completed,GPS,Winter
BK18316,2024-11-17,CUST18092,RV00419,2025-02-08,8,2025-02-16,LOC041,LOC016,Online,76,608,Completed,Bike Rack,Spring
BK18317,2024-06-25,CUST13211,RV00205,2024-08-08,6,2024-08-14,LOC008,LOC033,App,199,1194,Completed,GPS,Spring
BK18318,2022-09-10,CUST37731,RV00484,2022-09-18,10,2022-09-28,LOC012,LOC020,App,51,510,Completed,Bedding,Winter
BK18319,2023-10-23,CUST35614,RV00919,2024-01-09,8,2024-01-17,LOC029,LOC036,Partner,191,1528,Completed,Bike Rack,Spring
BK18320,2024-08-30,CUST12213,RV00966,2024-11-25,10,2024-12-05,LOC074,LOC005,Walk-in,180,1800,Cancelled,GPS,Winter
BK18321,2022-07-26,CUST02720,RV00658,2022-08-20,14,2022-09-03,LOC021,LOC018,Partner,112,1568,Completed,BBQ Kit,Spring
BK18322,2022-10-27,CUST22463,RV00859,2022-11-29,13,2022-12-12,LOC043,LOC070,Walk-in,74,962,Completed,GPS,Spring
BK18323,2022-08-29,CUST08394,RV00996,2022-11-02,11,2022-11-13,LOC091,LOC051,Walk-in,196,2156,Completed,Child Seat,Winter
BK18324,2023-05-19,CUST14979,RV00650,2023-07-23,11,2023-08-03,LOC087,LOC089,Online,74,814,Completed,BBQ Kit,Fall
BK18325,2025-01-21,CUST30021,RV00739,2025-02-07,14,2025-02-21,LOC088,LOC046,Partner,195,2730,Completed,GPS,Spring
BK18326,2023-02-17,CUST30367,RV00221,2023-05-10,6,2023-05-16,LOC031,LOC047,Walk-in,106,636,Completed,Child Seat,Spring
BK18327,2022-05-08,CUST32473,RV00688,2022-06-29,12,2022-07-11,LOC032,LOC003,App,172,2064,Completed,Bedding,Spring
BK18328,2024-12-16,CUST31910,RV00095,2025-03-15,7,2025-03-22,LOC011,LOC073,Walk-in,180,1260,Completed,Bedding,Fall
BK18329,2022-12-09,CUST26089,RV00927,2022-12-24,9,2023-01-02,LOC080,LOC069,Walk-in,187,1683,Completed,Bedding,Summer
BK18330,2023-03-18,CUST48412,RV00889,2023-05-08,11,2023-05-19,LOC026,LOC008,App,54,594,Completed,BBQ Kit,Spring
BK18331,2024-03-12,CUST47044,RV00272,2024-05-13,7,2024-05-20,LOC036,LOC011,Walk-in,98,686,Completed,BBQ Kit,Winter
BK18332,2022-11-15,CUST32194,RV00968,2023-01-14,12,2023-01-26,LOC097,LOC070,App,92,1104,Completed,Bedding,Fall
BK18333,2024-01-21,CUST41119,RV00260,2024-03-17,5,2024-03-22,LOC002,LOC046,Walk-in,199,995,Completed,Bike Rack,Fall
BK18334,2023-04-10,CUST21736,RV00409,2023-05-10,3,2023-05-13,LOC001,LOC038,Walk-in,111,333,Completed,GPS,Spring
BK18335,2022-09-17,CUST28153,RV00402,2022-11-29,7,2022-12-06,LOC044,LOC054,App,180,1260,Cancelled,GPS,Summer
BK18336,2023-04-11,CUST17943,RV00940,2023-07-09,14,2023-07-23,LOC020,LOC083,Walk-in,179,2506,Completed,Child Seat,Winter
BK18337,2022-12-18,CUST02041,RV00299,2023-01-21,14,2023-02-04,LOC051,LOC036,App,161,2254,Completed,BBQ Kit,Fall
BK18338,2022-10-25,CUST18848,RV00848,2022-12-04,13,2022-12-17,LOC088,LOC095,Partner,51,663,Completed,Bike Rack,Fall
BK18339,2024-07-10,CUST28641,RV00529,2024-07-21,10,2024-07-31,LOC026,LOC002,Walk-in,126,1260,Completed,Bike Rack,Summer
BK18340,2022-07-29,CUST16369,RV00641,2022-10-16,9,2022-10-25,LOC009,LOC029,Partner,70,630,Completed,GPS,Fall
BK18341,2024-10-05,CUST43416,RV00911,2024-11-03,4,2024-11-07,LOC078,LOC003,App,146,584,Completed,Bedding,Winter
BK18342,2023-05-01,CUST16840,RV00436,2023-05-12,6,2023-05-18,LOC067,LOC047,Walk-in,55,330,Completed,Child Seat,Winter
BK18343,2023-04-20,CUST38935,RV00356,2023-04-21,7,2023-04-28,LOC069,LOC099,Online,97,679,Completed,Bike Rack,Summer
BK18344,2023-12-04,CUST09797,RV00256,2024-02-23,8,2024-03-02,LOC057,LOC077,Online,194,1552,Cancelled,Bedding,Spring
BK18345,2024-10-21,CUST29749,RV00415,2025-01-04,3,2025-01-07,LOC012,LOC044,Walk-in,147,441,Completed,GPS,Winter
BK18346,2023-10-13,CUST01724,RV00206,2023-11-11,7,2023-11-18,LOC028,LOC097,App,105,735,Completed,Bike Rack,Summer
BK18347,2024-08-03,CUST25456,RV00033,2024-10-05,3,2024-10-08,LOC012,LOC020,App,51,153,Completed,GPS,Fall
BK18348,2023-12-10,CUST04208,RV00723,2024-02-24,9,2024-03-04,LOC025,LOC034,Partner,134,1206,Completed,Bedding,Fall
BK18349,2024-04-17,CUST22567,RV00301,2024-06-15,8,2024-06-23,LOC003,LOC046,Online,138,1104,Completed,Child Seat,Spring
BK18350,2023-12-07,CUST33293,RV00885,2024-01-12,3,2024-01-15,LOC010,LOC006,App,109,327,Completed,BBQ Kit,Fall
BK18351,2022-10-20,CUST03750,RV00332,2022-11-04,5,2022-11-09,LOC056,LOC038,Online,176,880,Completed,BBQ Kit,Summer
BK18352,2024-02-06,CUST25181,RV00894,2024-04-19,8,2024-04-27,LOC020,LOC082,Walk-in,149,1192,Completed,BBQ Kit,Spring
BK18353,2023-02-20,CUST43782,RV00766,2023-05-20,10,2023-05-30,LOC038,LOC089,App,107,1070,Cancelled,GPS,Fall
BK18354,2022-05-08,CUST20694,RV00235,2022-07-07,4,2022-07-11,LOC057,LOC005,Partner,99,396,Completed,Bedding,Summer
BK18355,2022-11-29,CUST01075,RV00021,2022-12-14,11,2022-12-25,LOC005,LOC048,Partner,70,770,Completed,Bike Rack,Fall
BK18356,2024-03-12,CUST21567,RV00097,2024-04-15,11,2024-04-26,LOC047,LOC059,Partner,71,781,Cancelled,None,Spring
BK18357,2024-12-27,CUST42173,RV00504,2025-02-27,9,2025-03-08,LOC099,LOC051,App,127,1143,Completed,BBQ Kit,Spring
BK18358,2023-01-30,CUST04840,RV00382,2023-02-15,14,2023-03-01,LOC024,LOC098,App,72,1008,Completed,BBQ Kit,Fall
BK18359,2022-10-04,CUST04116,RV00121,2022-10-27,10,2022-11-06,LOC010,LOC017,Partner,57,570,Completed,None,Fall
BK18360,2025-03-13,CUST20417,RV00688,2025-04-15,14,2025-04-29,LOC100,LOC048,Online,150,2100,Completed,None,Spring
BK18361,2022-06-11,CUST20762,RV00216,2022-07-13,9,2022-07-22,LOC089,LOC022,App,182,1638,Completed,None,Spring
BK18362,2024-06-29,CUST25535,RV00276,2024-07-15,5,2024-07-20,LOC086,LOC055,Walk-in,69,345,Cancelled,Bike Rack,Winter
BK18363,2024-02-24,CUST13597,RV00749,2024-05-13,5,2024-05-18,LOC025,LOC010,Walk-in,191,955,Completed,Bedding,Winter
BK18364,2024-08-02,CUST49748,RV00682,2024-10-26,12,2024-11-07,LOC052,LOC085,Partner,170,2040,Completed,BBQ Kit,Fall
BK18365,2022-04-08,CUST21157,RV00125,2022-05-06,8,2022-05-14,LOC051,LOC051,Online,98,784,Completed,BBQ Kit,Winter
BK18366,2023-03-22,CUST12898,RV00259,2023-04-05,5,2023-04-10,LOC046,LOC057,Walk-in,194,970,Completed,None,Fall
BK18367,2022-05-13,CUST41492,RV00828,2022-06-03,12,2022-06-15,LOC091,LOC001,Partner,136,1632,Completed,BBQ Kit,Fall
BK18368,2023-03-27,CUST02014,RV00736,2023-06-23,14,2023-07-07,LOC029,LOC024,Online,110,1540,Cancelled,BBQ Kit,Summer
BK18369,2023-06-17,CUST28529,RV00834,2023-08-27,11,2023-09-07,LOC057,LOC049,Partner,126,1386,Completed,GPS,Summer
BK18370,2022-12-13,CUST25160,RV00614,2023-01-13,11,2023-01-24,LOC035,LOC086,Partner,149,1639,Completed,None,Fall
BK18371,2023-09-21,CUST13011,RV00704,2023-10-13,8,2023-10-21,LOC060,LOC046,Partner,94,752,Completed,None,Spring
BK18372,2023-02-01,CUST20896,RV00353,2023-02-26,10,2023-03-08,LOC009,LOC084,Walk-in,197,1970,Completed,Bedding,Winter
BK18373,2023-05-21,CUST05303,RV00841,2023-07-06,13,2023-07-19,LOC011,LOC053,Partner,171,2223,Completed,Bike Rack,Summer
BK18374,2024-08-10,CUST05356,RV00046,2024-09-21,10,2024-10-01,LOC083,LOC023,Walk-in,56,560,Completed,BBQ Kit,Spring
BK18375,2023-08-18,CUST25423,RV00820,2023-08-22,10,2023-09-01,LOC042,LOC081,Online,183,1830,Completed,Bike Rack,Winter
BK18376,2023-01-07,CUST20063,RV00774,2023-02-09,11,2023-02-20,LOC063,LOC082,Walk-in,133,1463,Completed,BBQ Kit,Winter
BK18377,2022-09-04,CUST33276,RV00893,2022-10-28,13,2022-11-10,LOC081,LOC020,Walk-in,65,845,Completed,Bedding,Spring
BK18378,2023-04-14,CUST41042,RV00597,2023-05-13,11,2023-05-24,LOC057,LOC071,Partner,168,1848,Completed,GPS,Fall
BK18379,2025-02-24,CUST42779,RV00132,2025-04-12,7,2025-04-19,LOC044,LOC042,App,165,1155,Completed,Bedding,Fall
BK18380,2023-02-04,CUST23510,RV00463,2023-04-15,2,2023-04-17,LOC008,LOC095,App,143,286,Completed,GPS,Winter
BK18381,2024-04-29,CUST05561,RV00232,2024-07-21,13,2024-08-03,LOC037,LOC091,Walk-in,95,1235,Completed,Child Seat,Spring
BK18382,2022-09-18,CUST39225,RV00604,2022-11-13,9,2022-11-22,LOC088,LOC044,Online,198,1782,Completed,None,Spring
BK18383,2024-01-29,CUST48736,RV00823,2024-02-23,7,2024-03-01,LOC027,LOC079,App,162,1134,Completed,GPS,Summer
BK18384,2024-12-18,CUST00305,RV00132,2025-02-14,8,2025-02-22,LOC058,LOC051,App,183,1464,Completed,BBQ Kit,Winter
BK18385,2024-12-16,CUST09171,RV00029,2025-02-28,3,2025-03-03,LOC087,LOC041,Online,118,354,Completed,Bedding,Summer
BK18386,2022-03-09,CUST32275,RV00185,2022-04-26,4,2022-04-30,LOC009,LOC034,App,107,428,Completed,Child Seat,Winter
BK18387,2022-09-12,CUST16847,RV00225,2022-11-02,7,2022-11-09,LOC003,LOC042,Walk-in,152,1064,Completed,Bedding,Spring
BK18388,2023-11-15,CUST36860,RV00986,2024-01-28,4,2024-02-01,LOC035,LOC024,Walk-in,187,748,Completed,Child Seat,Fall
BK18389,2022-09-07,CUST39807,RV00700,2022-11-26,6,2022-12-02,LOC071,LOC024,Walk-in,99,594,Cancelled,Bike Rack,Summer
BK18390,2022-07-25,CUST33956,RV00649,2022-08-09,14,2022-08-23,LOC022,LOC056,Online,160,2240,Completed,Bedding,Summer
BK18391,2025-01-04,CUST11343,RV00303,2025-02-19,5,2025-02-24,LOC072,LOC052,Partner,73,365,Completed,Bedding,Spring
BK18392,2022-04-26,CUST34378,RV00329,2022-06-19,6,2022-06-25,LOC041,LOC022,Partner,179,1074,Completed,BBQ Kit,Fall
BK18393,2024-06-15,CUST11041,RV00881,2024-08-08,9,2024-08-17,LOC010,LOC011,App,85,765,Cancelled,Bedding,Summer
BK18394,2024-08-04,CUST00269,RV00790,2024-10-22,5,2024-10-27,LOC096,LOC056,Walk-in,96,480,Completed,Bike Rack,Summer
BK18395,2023-10-11,CUST31957,RV00005,2023-12-15,10,2023-12-25,LOC094,LOC092,Online,57,570,Completed,Child Seat,Fall
BK18396,2024-01-08,CUST39699,RV00794,2024-03-10,4,2024-03-14,LOC062,LOC017,Partner,102,408,Completed,Bike Rack,Spring
BK18397,2024-03-18,CUST46118,RV00372,2024-05-27,13,2024-06-09,LOC074,LOC014,Partner,86,1118,Completed,Bike Rack,Fall
BK18398,2022-05-10,CUST42252,RV00691,2022-07-01,8,2022-07-09,LOC029,LOC078,Walk-in,109,872,Completed,BBQ Kit,Winter
BK18399,2024-10-20,CUST43628,RV00845,2024-11-08,8,2024-11-16,LOC013,LOC037,Partner,159,1272,Completed,Child Seat,Winter
BK18400,2024-01-10,CUST34491,RV00111,2024-02-22,2,2024-02-24,LOC016,LOC063,Walk-in,143,286,Completed,GPS,Fall
BK18401,2025-02-26,CUST40085,RV00726,2025-03-04,4,2025-03-08,LOC042,LOC022,Walk-in,179,716,Completed,Bike Rack,Spring
BK18402,2022-11-29,CUST03625,RV00161,2023-02-05,11,2023-02-16,LOC068,LOC075,Partner,140,1540,Completed,GPS,Fall
BK18403,2023-06-09,CUST01021,RV00248,2023-06-19,2,2023-06-21,LOC042,LOC033,Walk-in,101,202,Completed,None,Spring
BK18404,2025-01-27,CUST29381,RV00080,2025-03-11,9,2025-03-20,LOC046,LOC073,Online,65,585,Cancelled,BBQ Kit,Summer
BK18405,2024-12-10,CUST03706,RV00691,2025-02-03,11,2025-02-14,LOC064,LOC064,Online,114,1254,Completed,BBQ Kit,Winter
BK18406,2024-05-24,CUST22460,RV00865,2024-06-02,6,2024-06-08,LOC015,LOC062,Partner,140,840,Completed,Bedding,Summer
BK18407,2023-08-24,CUST11726,RV00542,2023-10-28,5,2023-11-02,LOC040,LOC075,Online,82,410,Completed,Bedding,Summer
BK18408,2024-11-13,CUST01878,RV00277,2025-01-03,4,2025-01-07,LOC088,LOC046,Walk-in,195,780,Completed,Child Seat,Spring
BK18409,2024-08-21,CUST41390,RV00644,2024-10-23,8,2024-10-31,LOC075,LOC059,Online,52,416,Completed,Bike Rack,Summer
BK18410,2023-03-23,CUST41085,RV00328,2023-05-18,9,2023-05-27,LOC079,LOC020,Online,95,855,Completed,Bike Rack,Spring
BK18411,2022-05-31,CUST10857,RV00273,2022-08-20,9,2022-08-29,LOC085,LOC050,Online,51,459,Completed,Bike Rack,Winter
BK18412,2022-08-28,CUST41739,RV00276,2022-09-09,14,2022-09-23,LOC059,LOC080,Walk-in,111,1554,Completed,None,Summer
BK18413,2023-09-22,CUST11690,RV00828,2023-11-07,2,2023-11-09,LOC034,LOC026,Partner,177,354,Completed,BBQ Kit,Spring
BK18414,2023-07-24,CUST18197,RV00767,2023-08-09,8,2023-08-17,LOC051,LOC022,App,161,1288,Completed,Bike Rack,Spring
BK18415,2024-09-21,CUST26407,RV00812,2024-12-08,6,2024-12-14,LOC074,LOC061,Online,138,828,Completed,GPS,Fall
BK18416,2023-08-07,CUST02864,RV00069,2023-10-16,3,2023-10-19,LOC080,LOC071,Online,106,318,Completed,Bedding,Fall
BK18417,2024-10-14,CUST27374,RV00107,2024-11-30,9,2024-12-09,LOC089,LOC094,App,82,738,Cancelled,Bike Rack,Spring
BK18418,2023-11-16,CUST25503,RV00503,2024-01-15,3,2024-01-18,LOC009,LOC052,App,136,408,Completed,None,Winter
BK18419,2023-08-11,CUST40039,RV00540,2023-10-07,7,2023-10-14,LOC082,LOC014,App,76,532,Completed,GPS,Winter
BK18420,2023-04-28,CUST26122,RV00978,2023-06-30,13,2023-07-13,LOC067,LOC037,Online,144,1872,Completed,None,Spring
BK18421,2023-10-07,CUST16663,RV00622,2023-11-06,6,2023-11-12,LOC062,LOC074,Walk-in,55,330,Completed,Bedding,Fall
BK18422,2023-03-20,CUST36413,RV00102,2023-06-12,7,2023-06-19,LOC039,LOC054,Walk-in,151,1057,Completed,None,Summer
BK18423,2024-09-24,CUST45362,RV00429,2024-09-29,12,2024-10-11,LOC087,LOC054,Online,91,1092,Completed,None,Spring
BK18424,2024-10-11,CUST47014,RV00946,2024-10-26,11,2024-11-06,LOC025,LOC051,App,74,814,Completed,BBQ Kit,Spring
BK18425,2022-05-14,CUST37470,RV00387,2022-06-14,9,2022-06-23,LOC017,LOC016,App,166,1494,Completed,GPS,Summer
BK18426,2024-03-14,CUST48249,RV00683,2024-04-01,10,2024-04-11,LOC039,LOC036,Partner,168,1680,Completed,None,Fall
BK18427,2022-11-22,CUST27237,RV00870,2023-02-07,14,2023-02-21,LOC082,LOC083,Partner,59,826,Completed,Bedding,Summer
BK18428,2023-04-17,CUST27251,RV00127,2023-05-30,4,2023-06-03,LOC026,LOC011,Online,191,764,Completed,Bedding,Summer
BK18429,2022-05-06,CUST02317,RV00545,2022-05-17,4,2022-05-21,LOC038,LOC072,Partner,83,332,Completed,Bedding,Fall
BK18430,2022-08-16,CUST39853,RV00171,2022-10-06,8,2022-10-14,LOC033,LOC021,Partner,160,1280,Cancelled,Child Seat,Winter
BK18431,2024-08-11,CUST47566,RV00834,2024-08-23,4,2024-08-27,LOC005,LOC094,Walk-in,88,352,Completed,GPS,Spring
BK18432,2024-10-07,CUST15993,RV00365,2024-12-02,12,2024-12-14,LOC018,LOC030,Partner,187,2244,Completed,Bedding,Winter
BK18433,2023-06-04,CUST01681,RV00057,2023-08-26,11,2023-09-06,LOC048,LOC009,App,73,803,Completed,Child Seat,Summer
BK18434,2023-06-11,CUST14561,RV00987,2023-06-30,13,2023-07-13,LOC050,LOC042,App,120,1560,Completed,Bike Rack,Summer
BK18435,2022-06-16,CUST29181,RV00444,2022-06-17,6,2022-06-23,LOC076,LOC027,Partner,77,462,Cancelled,BBQ Kit,Spring
BK18436,2023-07-03,CUST19654,RV00843,2023-07-17,11,2023-07-28,LOC004,LOC085,Partner,197,2167,Completed,Child Seat,Fall
BK18437,2024-05-12,CUST06722,RV00378,2024-08-01,5,2024-08-06,LOC058,LOC098,Online,120,600,Completed,Child Seat,Summer
BK18438,2023-10-14,CUST10793,RV00393,2023-12-19,12,2023-12-31,LOC067,LOC035,Walk-in,66,792,Completed,None,Spring
BK18439,2024-08-21,CUST29954,RV00524,2024-09-28,10,2024-10-08,LOC094,LOC096,Partner,58,580,Completed,BBQ Kit,Winter
BK18440,2022-10-11,CUST11898,RV00284,2023-01-04,12,2023-01-16,LOC088,LOC053,App,156,1872,Cancelled,GPS,Spring
BK18441,2024-02-28,CUST45066,RV00178,2024-03-19,13,2024-04-01,LOC025,LOC015,Online,128,1664,Cancelled,GPS,Winter
BK18442,2022-08-31,CUST07765,RV00173,2022-10-22,9,2022-10-31,LOC096,LOC042,Partner,100,900,Completed,Bedding,Winter
BK18443,2024-02-11,CUST03466,RV00406,2024-03-05,13,2024-03-18,LOC039,LOC029,Walk-in,111,1443,Completed,BBQ Kit,Winter
BK18444,2024-02-24,CUST20411,RV00534,2024-04-29,10,2024-05-09,LOC072,LOC021,App,168,1680,Completed,GPS,Summer
BK18445,2022-04-24,CUST11021,RV00602,2022-04-30,7,2022-05-07,LOC015,LOC013,Walk-in,119,833,Completed,None,Fall
BK18446,2022-09-17,CUST01331,RV00107,2022-12-05,3,2022-12-08,LOC059,LOC064,Partner,197,591,Completed,None,Spring
BK18447,2022-05-04,CUST00837,RV00506,2022-05-21,9,2022-05-30,LOC070,LOC060,Partner,153,1377,Cancelled,BBQ Kit,Summer
BK18448,2024-07-23,CUST42765,RV00822,2024-08-28,2,2024-08-30,LOC085,LOC019,Walk-in,81,162,Completed,None,Fall
BK18449,2024-02-22,CUST22864,RV00822,2024-04-24,12,2024-05-06,LOC012,LOC035,Online,147,1764,Completed,Bedding,Spring
BK18450,2022-11-17,CUST07338,RV00453,2023-01-15,6,2023-01-21,LOC039,LOC073,Partner,50,300,Completed,BBQ Kit,Summer
BK18451,2022-04-24,CUST24781,RV00210,2022-06-29,3,2022-07-02,LOC075,LOC059,App,178,534,Completed,Child Seat,Summer
BK18452,2023-07-06,CUST17984,RV00571,2023-08-28,14,2023-09-11,LOC071,LOC004,Partner,76,1064,Completed,Bedding,Fall
BK18453,2025-04-08,CUST35575,RV00152,2025-04-19,8,2025-04-27,LOC044,LOC035,Online,179,1432,Completed,Bike Rack,Summer
BK18454,2022-08-03,CUST11663,RV00972,2022-08-13,6,2022-08-19,LOC072,LOC053,App,80,480,Completed,BBQ Kit,Summer
BK18455,2025-02-09,CUST42183,RV00970,2025-02-13,11,2025-02-24,LOC014,LOC061,Online,50,550,Cancelled,GPS,Spring
BK18456,2023-04-11,CUST35560,RV00173,2023-04-30,4,2023-05-04,LOC080,LOC073,Walk-in,94,376,Completed,Bike Rack,Spring
BK18457,2024-07-06,CUST27410,RV00453,2024-08-29,8,2024-09-06,LOC100,LOC074,Walk-in,160,1280,Completed,Bedding,Summer
BK18458,2023-03-06,CUST10981,RV00507,2023-04-14,13,2023-04-27,LOC023,LOC055,Walk-in,117,1521,Completed,Bedding,Fall
BK18459,2022-04-15,CUST00722,RV00045,2022-07-06,4,2022-07-10,LOC014,LOC002,Partner,116,464,Completed,BBQ Kit,Summer
BK18460,2024-04-04,CUST40970,RV00594,2024-06-29,7,2024-07-06,LOC005,LOC011,Online,190,1330,Completed,None,Winter
BK18461,2024-04-19,CUST03053,RV00662,2024-06-20,5,2024-06-25,LOC031,LOC025,Online,195,975,Completed,None,Fall
BK18462,2022-09-25,CUST25191,RV00415,2022-11-06,13,2022-11-19,LOC023,LOC077,Walk-in,74,962,Completed,Bedding,Spring
BK18463,2023-02-14,CUST24686,RV00554,2023-03-15,11,2023-03-26,LOC021,LOC028,Partner,163,1793,Completed,BBQ Kit,Fall
BK18464,2023-05-11,CUST29256,RV00532,2023-07-29,3,2023-08-01,LOC078,LOC042,Online,126,378,Completed,GPS,Winter
BK18465,2025-01-12,CUST06964,RV00611,2025-02-25,10,2025-03-07,LOC068,LOC079,Online,54,540,Completed,BBQ Kit,Spring
BK18466,2025-03-10,CUST19500,RV00345,2025-04-12,7,2025-04-19,LOC072,LOC021,Walk-in,107,749,Completed,GPS,Spring
BK18467,2023-10-05,CUST30333,RV00086,2023-11-16,6,2023-11-22,LOC018,LOC075,Partner,172,1032,Completed,GPS,Spring
BK18468,2023-11-21,CUST35561,RV00983,2023-12-02,14,2023-12-16,LOC074,LOC057,App,70,980,Completed,Bedding,Winter
BK18469,2024-02-20,CUST06634,RV00455,2024-04-19,6,2024-04-25,LOC022,LOC018,App,174,1044,Completed,Bedding,Fall
BK18470,2024-12-23,CUST15242,RV00323,2025-03-17,9,2025-03-26,LOC100,LOC023,App,123,1107,Completed,None,Spring
BK18471,2022-08-22,CUST25994,RV00015,2022-09-06,6,2022-09-12,LOC028,LOC038,Partner,83,498,Completed,Child Seat,Fall
BK18472,2024-01-04,CUST02923,RV00083,2024-01-07,9,2024-01-16,LOC015,LOC087,Online,129,1161,Completed,Bike Rack,Fall
BK18473,2024-01-15,CUST37437,RV00895,2024-04-04,9,2024-04-13,LOC030,LOC039,Partner,51,459,Completed,GPS,Spring
BK18474,2025-03-01,CUST03716,RV00186,2025-03-29,2,2025-03-31,LOC071,LOC036,App,104,208,Completed,Child Seat,Winter
BK18475,2023-07-22,CUST13150,RV00724,2023-09-13,5,2023-09-18,LOC017,LOC091,Online,181,905,Completed,Child Seat,Summer
BK18476,2023-07-10,CUST30014,RV00560,2023-08-21,10,2023-08-31,LOC064,LOC076,App,71,710,Completed,Bedding,Summer
BK18477,2022-10-12,CUST06496,RV00039,2022-10-27,3,2022-10-30,LOC045,LOC005,Partner,84,252,Completed,Child Seat,Fall
